Municipality,Province,Latitude,Longitude,Month,Mean daily global insolation (kWh/m2) : S WITH 90,Mean daily global insolation (kWh/m2): S WITH LAT,Mean daily global insolation (kWh/m2): S WITH LAT + 15,Mean daily global insolation (kWh/m2): S WITH LAT - 15,Mean daily global insolation (kWh/m2): 2 AXIS TRACK,Mean daily global insolation (kWh/m2): S WITH 0
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,Annual,2.52,3.49,3.27,3.55,4.72,3.15
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,April,2.89,4.23,3.89,4.37,5.63,3.98
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,August,2.78,4.49,4.03,4.73,6.37,4.57
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,December,1.45,1.45,1.51,1.31,1.66,0.87
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,February,3.15,3.29,3.39,3.05,3.97,1.97
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,January,2.03,2.01,2.11,1.82,2.36,1.13
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,July,2.56,4.6,3.98,5,6.89,5.26
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,June,2.5,4.68,4.01,5.14,7.27,5.41
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,March,3.58,4.26,4.18,4.15,5.34,3.13
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,May,2.61,4.52,3.97,4.88,6.71,4.88
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,November,1.65,1.77,1.81,1.64,2.06,1.14
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,October,2.28,2.71,2.68,2.6,3.29,2.01
St. Andrew's,Newfoundland and Labrador,47.78,-59.27,September,2.81,3.87,3.66,3.89,5.07,3.34
St. Edward,Prince Edward Island,46.88,-64.18,Annual,3.1,4.14,3.94,4.14,5.67,3.36
St. Edward,Prince Edward Island,46.88,-64.18,April,3.1,4.61,4.24,4.76,6.31,4.24
St. Edward,Prince Edward Island,46.88,-64.18,August,2.98,4.9,4.41,5.17,7.11,4.81
St. Edward,Prince Edward Island,46.88,-64.18,December,2.68,2.52,2.71,2.19,3.05,1.02
St. Edward,Prince Edward Island,46.88,-64.18,February,4.22,4.33,4.5,3.95,5.34,2.26
St. Edward,Prince Edward Island,46.88,-64.18,January,3.66,3.46,3.71,3.02,4.24,1.35
St. Edward,Prince Edward Island,46.88,-64.18,July,2.68,4.91,4.26,5.36,7.54,5.44
St. Edward,Prince Edward Island,46.88,-64.18,June,2.61,4.96,4.26,5.47,7.85,5.59
St. Edward,Prince Edward Island,46.88,-64.18,March,4.21,5.01,4.94,4.83,6.41,3.4
St. Edward,Prince Edward Island,46.88,-64.18,May,2.71,4.8,4.21,5.18,7.19,5.05
St. Edward,Prince Edward Island,46.88,-64.18,November,2.38,2.46,2.56,2.22,2.93,1.29
St. Edward,Prince Edward Island,46.88,-64.18,October,2.93,3.43,3.43,3.24,4.23,2.21
St. Edward,Prince Edward Island,46.88,-64.18,September,3.15,4.34,4.11,4.34,5.77,3.57
St. Jacobs,Ontario,43.53,-80.55,Annual,2.85,4.16,3.92,4.21,5.83,3.67
St. Jacobs,Ontario,43.53,-80.55,April,3.17,5.06,4.66,5.22,7.12,4.42
St. Jacobs,Ontario,43.53,-80.55,August,2.84,5.06,4.55,5.34,7.45,5.16
St. Jacobs,Ontario,43.53,-80.55,December,2.14,2.11,2.24,1.89,2.5,1.2
St. Jacobs,Ontario,43.53,-80.55,February,3.54,3.8,3.91,3.51,4.61,2.5
St. Jacobs,Ontario,43.53,-80.55,January,2.61,2.59,2.74,2.32,3.13,1.57
St. Jacobs,Ontario,43.53,-80.55,July,2.58,5.37,4.64,5.9,8.73,6.1
St. Jacobs,Ontario,43.53,-80.55,June,2.53,5.38,4.62,5.95,8.8,6.03
St. Jacobs,Ontario,43.53,-80.55,March,3.65,4.58,4.5,4.45,5.82,3.59
St. Jacobs,Ontario,43.53,-80.55,May,2.64,5.15,4.51,5.56,7.88,5.45
St. Jacobs,Ontario,43.53,-80.55,November,2.26,2.41,2.5,2.19,2.89,1.4
St. Jacobs,Ontario,43.53,-80.55,October,3.19,3.84,3.84,3.62,4.79,2.57
St. Jacobs,Ontario,43.53,-80.55,September,3.1,4.53,4.29,4.53,6.13,3.91
St. Leonard,New Brunswick,47.16,-67.93,Annual,3.12,4.17,3.97,4.18,5.75,3.39
St. Leonard,New Brunswick,47.16,-67.93,April,3.37,5,4.61,5.16,6.89,4.41
St. Leonard,New Brunswick,47.16,-67.93,August,2.92,4.78,4.29,5.04,6.96,4.71
St. Leonard,New Brunswick,47.16,-67.93,December,2.62,2.47,2.65,2.15,2.99,1.08
St. Leonard,New Brunswick,47.16,-67.93,February,4.18,4.3,4.47,3.92,5.31,2.38
St. Leonard,New Brunswick,47.16,-67.93,January,3.34,3.18,3.41,2.78,3.9,1.42
St. Leonard,New Brunswick,47.16,-67.93,July,2.63,4.86,4.21,5.32,7.62,5.41
St. Leonard,New Brunswick,47.16,-67.93,June,2.57,4.86,4.18,5.36,7.74,5.56
St. Leonard,New Brunswick,47.16,-67.93,March,4.34,5.18,5.1,4.99,6.64,3.58
St. Leonard,New Brunswick,47.16,-67.93,May,2.79,4.93,4.33,5.33,7.57,5.13
St. Leonard,New Brunswick,47.16,-67.93,November,2.55,2.6,2.72,2.34,3.12,1.31
St. Leonard,New Brunswick,47.16,-67.93,October,3.06,3.56,3.56,3.36,4.4,2.19
St. Leonard,New Brunswick,47.16,-67.93,September,3.17,4.35,4.12,4.36,5.78,3.48
Starblanket,Saskatchewan,53.38,-106.93,Annual,3.8,4.75,4.52,4.74,6.87,3.48
Starblanket,Saskatchewan,53.38,-106.93,April,4.36,5.96,5.49,6.1,8.76,4.81
Starblanket,Saskatchewan,53.38,-106.93,August,3.64,5.44,4.86,5.74,8.54,4.97
Starblanket,Saskatchewan,53.38,-106.93,December,3.02,2.78,3,2.39,3.29,0.75
Starblanket,Saskatchewan,53.38,-106.93,February,4.9,4.89,5.09,4.43,5.99,2
Starblanket,Saskatchewan,53.38,-106.93,January,3.7,3.45,3.7,2.99,4.13,1.03
Starblanket,Saskatchewan,53.38,-106.93,July,3.33,5.54,4.76,6.08,9.58,6.11
Starblanket,Saskatchewan,53.38,-106.93,June,3.22,5.49,4.66,6.07,9.7,6.18
Starblanket,Saskatchewan,53.38,-106.93,March,5.22,5.85,5.8,5.61,7.6,3.45
Starblanket,Saskatchewan,53.38,-106.93,May,3.57,5.68,4.94,6.13,9.38,5.81
Starblanket,Saskatchewan,53.38,-106.93,November,3.14,3.04,3.22,2.7,3.65,1.08
Starblanket,Saskatchewan,53.38,-106.93,October,3.89,4.23,4.27,3.96,5.25,2.07
Starblanket,Saskatchewan,53.38,-106.93,September,3.7,4.71,4.47,4.69,6.48,3.39
Stewart Crossing,Yukon,63.37,-136.68,Annual,3.05,3.61,3.35,3.69,5.25,2.62
Stewart Crossing,Yukon,63.37,-136.68,April,4.93,5.91,5.45,6.03,8.66,4.25
Stewart Crossing,Yukon,63.37,-136.68,August,3.53,4.54,4.06,4.81,6.79,3.82
Stewart Crossing,Yukon,63.37,-136.68,December,0.82,0.77,0.82,0.68,0.83,0.11
Stewart Crossing,Yukon,63.37,-136.68,February,3.13,3.07,3.17,2.79,3.59,0.86
Stewart Crossing,Yukon,63.37,-136.68,January,1.37,1.28,1.36,1.13,1.41,0.22
Stewart Crossing,Yukon,63.37,-136.68,July,3.55,4.84,4.16,5.31,7.99,5
Stewart Crossing,Yukon,63.37,-136.68,June,3.87,5.35,4.53,5.91,9.39,5.79
Stewart Crossing,Yukon,63.37,-136.68,March,4.83,5.14,5.05,4.93,6.54,2.32
Stewart Crossing,Yukon,63.37,-136.68,May,4.09,5.44,4.72,5.89,9.2,5.38
Stewart Crossing,Yukon,63.37,-136.68,November,1.25,1.22,1.26,1.1,1.35,0.3
Stewart Crossing,Yukon,63.37,-136.68,October,2.26,2.33,2.33,2.21,2.68,0.96
Stewart Crossing,Yukon,63.37,-136.68,September,3.03,3.47,3.26,3.5,4.54,2.31
Stittsville,Ontario,45.26,-75.92,Annual,3.19,4.39,4.17,4.4,6.1,3.59
Stittsville,Ontario,45.26,-75.92,April,3.26,5.1,4.69,5.25,7.12,4.51
Stittsville,Ontario,45.26,-75.92,August,3.02,5.16,4.62,5.43,7.61,5.02
Stittsville,Ontario,45.26,-75.92,December,2.79,2.64,2.84,2.3,3.21,1.16
Stittsville,Ontario,45.26,-75.92,February,4.48,4.62,4.82,4.2,5.74,2.49
Stittsville,Ontario,45.26,-75.92,January,3.52,3.36,3.61,2.94,4.12,1.53
Stittsville,Ontario,45.26,-75.92,July,2.73,5.38,4.63,5.87,8.55,5.91
Stittsville,Ontario,45.26,-75.92,June,2.63,5.29,4.51,5.82,8.47,5.92
Stittsville,Ontario,45.26,-75.92,March,4.42,5.37,5.3,5.17,6.95,3.64
Stittsville,Ontario,45.26,-75.92,May,2.78,5.17,4.52,5.57,7.88,5.37
Stittsville,Ontario,45.26,-75.92,November,2.44,2.53,2.64,2.29,3.03,1.34
Stittsville,Ontario,45.26,-75.92,October,3.1,3.65,3.66,3.44,4.52,2.36
Stittsville,Ontario,45.26,-75.92,September,3.14,4.44,4.21,4.45,5.96,3.73
Sunderland,Ontario,44.26,-79.07,Annual,2.98,4.26,4.02,4.29,5.94,3.65
Sunderland,Ontario,44.26,-79.07,April,3.22,5.12,4.7,5.28,7.2,4.53
Sunderland,Ontario,44.26,-79.07,August,2.9,5.07,4.56,5.35,7.45,5.09
Sunderland,Ontario,44.26,-79.07,December,2.35,2.28,2.43,2.01,2.73,1.17
Sunderland,Ontario,44.26,-79.07,February,3.83,4.04,4.18,3.71,4.94,2.49
Sunderland,Ontario,44.26,-79.07,January,3,2.92,3.11,2.59,3.54,1.53
Sunderland,Ontario,44.26,-79.07,July,2.71,5.47,4.73,6,8.85,6.09
Sunderland,Ontario,44.26,-79.07,June,2.61,5.39,4.61,5.94,8.71,6.01
Sunderland,Ontario,44.26,-79.07,March,3.96,4.91,4.83,4.76,6.29,3.63
Sunderland,Ontario,44.26,-79.07,May,2.79,5.26,4.61,5.66,7.97,5.44
Sunderland,Ontario,44.26,-79.07,November,2.27,2.4,2.49,2.18,2.86,1.36
Sunderland,Ontario,44.26,-79.07,October,3.12,3.73,3.73,3.52,4.63,2.48
Sunderland,Ontario,44.26,-79.07,September,3.12,4.48,4.24,4.48,6.04,3.86
Sunnynook,Alberta,51.29,-111.67,Annual,3.83,4.92,4.68,4.91,7.03,3.71
Sunnynook,Alberta,51.29,-111.67,April,4.07,5.74,5.29,5.9,8.34,4.93
Sunnynook,Alberta,51.29,-111.67,August,3.78,5.79,5.2,6.11,8.96,5.45
Sunnynook,Alberta,51.29,-111.67,December,3.16,2.94,3.18,2.54,3.52,0.91
Sunnynook,Alberta,51.29,-111.67,February,4.57,4.67,4.84,4.25,5.73,2.17
Sunnynook,Alberta,51.29,-111.67,January,3.77,3.56,3.81,3.1,4.27,1.19
Sunnynook,Alberta,51.29,-111.67,July,3.42,5.95,5.13,6.53,10.08,6.5
Sunnynook,Alberta,51.29,-111.67,June,3.22,5.69,4.86,6.31,9.76,6.34
Sunnynook,Alberta,51.29,-111.67,March,4.71,5.5,5.41,5.3,7.09,3.61
Sunnynook,Alberta,51.29,-111.67,May,3.38,5.57,4.88,6.04,9.04,5.83
Sunnynook,Alberta,51.29,-111.67,November,3.54,3.47,3.66,3.08,4.18,1.27
Sunnynook,Alberta,51.29,-111.67,October,4.37,4.83,4.87,4.5,6.07,2.39
Sunnynook,Alberta,51.29,-111.67,September,4.08,5.28,5.02,5.25,7.26,3.78
Swift River,Yukon,60,-131.19,Annual,2.67,3.34,3.07,3.43,4.79,2.76
Swift River,Yukon,60,-131.19,April,3.93,5.11,4.63,5.29,7.44,4.33
Swift River,Yukon,60,-131.19,August,3.43,4.61,4.1,4.86,6.83,4.13
Swift River,Yukon,60,-131.19,December,0.73,0.7,0.72,0.59,0.77,0.2
Swift River,Yukon,60,-131.19,February,2.81,2.83,2.89,2.61,3.29,1.06
Swift River,Yukon,60,-131.19,January,1.29,1.23,1.28,1.08,1.4,0.34
Swift River,Yukon,60,-131.19,July,3.23,4.62,3.98,5.06,7.46,5.2
Swift River,Yukon,60,-131.19,June,3.45,5.06,4.31,5.58,8.5,5.81
Swift River,Yukon,60,-131.19,March,3.79,4.25,4.14,4.13,5.39,2.51
Swift River,Yukon,60,-131.19,May,3.5,4.96,4.3,5.41,7.99,5.34
Swift River,Yukon,60,-131.19,November,1.29,1.28,1.32,1.14,1.46,0.47
Swift River,Yukon,60,-131.19,October,1.8,1.99,1.97,1.93,2.39,1.16
Swift River,Yukon,60,-131.19,September,2.83,3.45,3.23,3.47,4.52,2.5
Sydenham,Ontario,44.41,-76.6,Annual,3.09,4.36,4.12,4.37,6.05,3.62
Sydenham,Ontario,44.41,-76.6,April,3.11,4.96,4.56,5.12,6.93,4.41
Sydenham,Ontario,44.41,-76.6,August,2.98,5.17,4.64,5.44,7.6,5.09
Sydenham,Ontario,44.41,-76.6,December,2.66,2.56,2.74,2.24,3.08,1.18
Sydenham,Ontario,44.41,-76.6,February,4.16,4.35,4.51,3.97,5.37,2.49
Sydenham,Ontario,44.41,-76.6,January,3.33,3.21,3.43,2.83,3.92,1.55
Sydenham,Ontario,44.41,-76.6,July,2.78,5.59,4.82,6.11,8.94,6.11
Sydenham,Ontario,44.41,-76.6,June,2.63,5.41,4.61,5.94,8.64,6
Sydenham,Ontario,44.41,-76.6,March,4.1,5.08,5,4.9,6.55,3.6
Sydenham,Ontario,44.41,-76.6,May,2.75,5.19,4.54,5.59,7.84,5.38
Sydenham,Ontario,44.41,-76.6,November,2.4,2.53,2.62,2.29,3.02,1.36
Sydenham,Ontario,44.41,-76.6,October,3.16,3.75,3.76,3.53,4.64,2.44
Sydenham,Ontario,44.41,-76.6,September,3.12,4.46,4.23,4.47,5.98,3.74
Tagish,Yukon,60.31,-134.27,Annual,2.79,3.49,3.22,3.58,4.99,2.8
Tagish,Yukon,60.31,-134.27,April,4.17,5.36,4.88,5.53,7.74,4.41
Tagish,Yukon,60.31,-134.27,August,3.55,4.81,4.29,5.08,7.14,4.13
Tagish,Yukon,60.31,-134.27,December,0.71,0.68,0.71,0.59,0.76,0.2
Tagish,Yukon,60.31,-134.27,February,2.92,2.95,3.01,2.71,3.43,1.09
Tagish,Yukon,60.31,-134.27,January,1.29,1.25,1.31,1.11,1.41,0.35
Tagish,Yukon,60.31,-134.27,July,3.34,4.82,4.15,5.28,7.73,5.21
Tagish,Yukon,60.31,-134.27,June,3.53,5.16,4.39,5.69,8.59,5.81
Tagish,Yukon,60.31,-134.27,March,4.06,4.52,4.42,4.38,5.73,2.58
Tagish,Yukon,60.31,-134.27,May,3.59,5.11,4.43,5.55,8.18,5.36
Tagish,Yukon,60.31,-134.27,November,1.31,1.3,1.35,1.18,1.49,0.47
Tagish,Yukon,60.31,-134.27,October,2.04,2.25,2.23,2.17,2.73,1.23
Tagish,Yukon,60.31,-134.27,September,3,3.7,3.47,3.71,4.89,2.67
Taloyoak,Nunavut,69.54,-93.52,Annual,3.4,3.71,3.52,3.75,5.61,2.57
Taloyoak,Nunavut,69.54,-93.52,April,7.35,7.69,7.48,7.57,11.45,4.43
Taloyoak,Nunavut,69.54,-93.52,August,3.17,3.84,3.43,4.1,6.11,3.41
Taloyoak,Nunavut,69.54,-93.52,December,0.15,0.14,0.15,0.13,0.14,0.01
Taloyoak,Nunavut,69.54,-93.52,February,2.71,2.61,2.72,2.36,3.03,0.47
Taloyoak,Nunavut,69.54,-93.52,January,0.63,0.59,0.63,0.52,0.64,0.05
Taloyoak,Nunavut,69.54,-93.52,July,3.81,4.81,4.14,5.31,8.96,5.33
Taloyoak,Nunavut,69.54,-93.52,June,4.89,5.96,5.23,6.49,10.74,6.35
Taloyoak,Nunavut,69.54,-93.52,March,5.93,5.96,5.99,5.61,7.66,2.03
Taloyoak,Nunavut,69.54,-93.52,May,6.69,7.36,6.92,7.56,11.82,6.18
Taloyoak,Nunavut,69.54,-93.52,November,1.03,0.97,1.02,0.86,1.07,0.11
Taloyoak,Nunavut,69.54,-93.52,October,1.97,1.94,1.98,1.81,2.21,0.62
Taloyoak,Nunavut,69.54,-93.52,September,2.44,2.66,2.53,2.66,3.43,1.78
Teslin,Yukon,60.17,-132.72,Annual,2.74,3.43,3.16,3.52,4.9,2.8
Teslin,Yukon,60.17,-132.72,April,4.05,5.24,4.76,5.43,7.59,4.39
Teslin,Yukon,60.17,-132.72,August,3.5,4.71,4.2,4.98,6.99,4.14
Teslin,Yukon,60.17,-132.72,December,0.7,0.67,0.7,0.57,0.74,0.2
Teslin,Yukon,60.17,-132.72,February,2.89,2.92,2.98,2.69,3.4,1.11
Teslin,Yukon,60.17,-132.72,January,1.27,1.23,1.28,1.08,1.39,0.35
Teslin,Yukon,60.17,-132.72,July,3.31,4.74,4.09,5.2,7.63,5.23
Teslin,Yukon,60.17,-132.72,June,3.51,5.13,4.37,5.66,8.56,5.82
Teslin,Yukon,60.17,-132.72,March,3.94,4.42,4.31,4.29,5.6,2.58
Teslin,Yukon,60.17,-132.72,May,3.56,5.04,4.37,5.49,8.08,5.35
Teslin,Yukon,60.17,-132.72,November,1.3,1.29,1.34,1.16,1.48,0.47
Teslin,Yukon,60.17,-132.72,October,1.94,2.14,2.12,2.07,2.59,1.22
Teslin,Yukon,60.17,-132.72,September,2.93,3.6,3.37,3.61,4.74,2.61
Thorndale,Ontario,43.1,-81.14,Annual,2.85,4.19,3.94,4.24,5.87,3.68
Thorndale,Ontario,43.1,-81.14,April,3.13,5.06,4.65,5.22,7.11,4.41
Thorndale,Ontario,43.1,-81.14,August,2.85,5.13,4.61,5.41,7.56,5.23
Thorndale,Ontario,43.1,-81.14,December,2.15,2.14,2.26,1.91,2.53,1.22
Thorndale,Ontario,43.1,-81.14,February,3.53,3.8,3.91,3.51,4.61,2.51
Thorndale,Ontario,43.1,-81.14,January,2.62,2.62,2.76,2.35,3.14,1.59
Thorndale,Ontario,43.1,-81.14,July,2.56,5.39,4.66,5.93,8.79,6.14
Thorndale,Ontario,43.1,-81.14,June,2.53,5.45,4.68,6.03,8.94,6.06
Thorndale,Ontario,43.1,-81.14,March,3.55,4.5,4.41,4.38,5.7,3.56
Thorndale,Ontario,43.1,-81.14,May,2.68,5.23,4.59,5.65,8,5.46
Thorndale,Ontario,43.1,-81.14,November,2.31,2.48,2.57,2.25,2.97,1.43
Thorndale,Ontario,43.1,-81.14,October,3.22,3.89,3.89,3.66,4.86,2.6
Thorndale,Ontario,43.1,-81.14,September,3.12,4.57,4.34,4.57,6.18,3.92
Tors Cove,Newfoundland and Labrador,47.22,-52.85,Annual,2.48,3.39,3.19,3.44,4.47,3.11
Tors Cove,Newfoundland and Labrador,47.22,-52.85,April,2.65,3.86,3.56,4,5.01,3.82
Tors Cove,Newfoundland and Labrador,47.22,-52.85,August,2.69,4.36,3.92,4.61,6.1,4.54
Tors Cove,Newfoundland and Labrador,47.22,-52.85,December,1.66,1.64,1.73,1.47,1.89,0.88
Tors Cove,Newfoundland and Labrador,47.22,-52.85,February,2.94,3.1,3.18,2.87,3.69,1.95
Tors Cove,Newfoundland and Labrador,47.22,-52.85,January,2.18,2.15,2.26,1.93,2.52,1.14
Tors Cove,Newfoundland and Labrador,47.22,-52.85,July,2.56,4.59,4,5,6.76,5.28
Tors Cove,Newfoundland and Labrador,47.22,-52.85,June,2.39,4.32,3.74,4.74,6.32,5.33
Tors Cove,Newfoundland and Labrador,47.22,-52.85,March,3.23,3.89,3.81,3.79,4.79,3
Tors Cove,Newfoundland and Labrador,47.22,-52.85,May,2.44,4.11,3.63,4.43,5.79,4.71
Tors Cove,Newfoundland and Labrador,47.22,-52.85,November,1.82,1.94,1.99,1.79,2.25,1.17
Tors Cove,Newfoundland and Labrador,47.22,-52.85,October,2.42,2.88,2.85,2.75,3.46,2.06
Tors Cove,Newfoundland and Labrador,47.22,-52.85,September,2.82,3.88,3.66,3.89,5.01,3.41
Trutch,BC,57.73,-122.95,Annual,3.17,3.88,3.64,3.93,5.57,2.96
Trutch,BC,57.73,-122.95,April,4.24,5.51,5.06,5.68,8.07,4.43
Trutch,BC,57.73,-122.95,August,3.43,4.73,4.23,5,7.2,4.42
Trutch,BC,57.73,-122.95,December,1.81,1.67,1.79,1.45,1.92,0.34
Trutch,BC,57.73,-122.95,February,3.49,3.49,3.6,3.18,4.15,1.29
Trutch,BC,57.73,-122.95,January,2.23,2.09,2.23,1.83,2.43,0.52
Trutch,BC,57.73,-122.95,July,3.25,4.86,4.18,5.33,8.16,5.51
Trutch,BC,57.73,-122.95,June,3.31,5.1,4.34,5.64,8.87,5.8
Trutch,BC,57.73,-122.95,March,4.53,5,4.93,4.81,6.41,2.8
Trutch,BC,57.73,-122.95,May,3.35,4.9,4.26,5.31,7.98,5.38
Trutch,BC,57.73,-122.95,November,2.26,2.18,2.29,1.94,2.52,0.64
Trutch,BC,57.73,-122.95,October,2.81,3.02,3.02,2.85,3.62,1.48
Trutch,BC,57.73,-122.95,September,3.38,4.07,3.85,4.08,5.41,2.83
Tsiigehtchic,Northwest,67.44,-133.74,Annual,2.81,3.3,3.01,3.42,5.03,2.51
Tsiigehtchic,Northwest,67.44,-133.74,April,5.53,6.34,5.88,6.44,9.39,4.11
Tsiigehtchic,Northwest,67.44,-133.74,August,3.36,4.14,3.68,4.39,6.28,3.56
Tsiigehtchic,Northwest,67.44,-133.74,December,0.11,0.1,0.11,0.09,0.11,0.03
Tsiigehtchic,Northwest,67.44,-133.74,February,2.22,2.2,2.25,2.02,2.49,0.58
Tsiigehtchic,Northwest,67.44,-133.74,January,0.29,0.28,0.29,0.26,0.31,0.08
Tsiigehtchic,Northwest,67.44,-133.74,July,3.84,4.98,4.27,5.47,8.73,5.16
Tsiigehtchic,Northwest,67.44,-133.74,June,4.29,5.64,4.78,6.24,10.43,6.13
Tsiigehtchic,Northwest,67.44,-133.74,March,4.9,5.15,5.06,4.93,6.53,2.03
Tsiigehtchic,Northwest,67.44,-133.74,May,4.69,5.89,5.14,6.33,9.95,5.58
Tsiigehtchic,Northwest,67.44,-133.74,November,0.51,0.5,0.51,0.46,0.54,0.14
Tsiigehtchic,Northwest,67.44,-133.74,October,1.47,1.53,1.51,1.47,1.74,0.66
Tsiigehtchic,Northwest,67.44,-133.74,September,2.5,2.84,2.66,2.88,3.71,1.96
Tuktoyaktuk,Northwest,69.45,-133.04,Annual,2.83,3.27,2.98,3.39,5.1,2.48
Tuktoyaktuk,Northwest,69.45,-133.04,April,6.05,6.73,6.3,6.79,10.02,4.08
Tuktoyaktuk,Northwest,69.45,-133.04,August,3.29,3.98,3.54,4.23,6.17,3.42
Tuktoyaktuk,Northwest,69.45,-133.04,December,0,0,0,0,0,0.01
Tuktoyaktuk,Northwest,69.45,-133.04,February,1.94,1.92,1.96,1.76,2.14,0.46
Tuktoyaktuk,Northwest,69.45,-133.04,January,0,0,0,0,0,0.04
Tuktoyaktuk,Northwest,69.45,-133.04,July,3.98,5.06,4.33,5.56,9.21,5.21
Tuktoyaktuk,Northwest,69.45,-133.04,June,4.51,5.78,4.9,6.38,11.1,6.3
Tuktoyaktuk,Northwest,69.45,-133.04,March,5.19,5.38,5.31,5.13,6.84,1.9
Tuktoyaktuk,Northwest,69.45,-133.04,May,5.18,6.23,5.53,6.64,10.51,5.7
Tuktoyaktuk,Northwest,69.45,-133.04,November,0.24,0.24,0.24,0.23,0.26,0.09
Tuktoyaktuk,Northwest,69.45,-133.04,October,1.35,1.39,1.38,1.33,1.56,0.56
Tuktoyaktuk,Northwest,69.45,-133.04,September,2.31,2.6,2.44,2.63,3.42,1.83
Tulita,Northwest,64.9,-125.58,Annual,3.09,3.62,3.36,3.72,5.54,2.69
Tulita,Northwest,64.9,-125.58,April,5.38,6.32,5.88,6.44,9.57,4.29
Tulita,Northwest,64.9,-125.58,August,3.65,4.52,4.04,4.78,7.09,3.88
Tulita,Northwest,64.9,-125.58,December,0.29,0.27,0.29,0.24,0.31,0.06
Tulita,Northwest,64.9,-125.58,February,3.1,3.05,3.14,2.78,3.53,0.78
Tulita,Northwest,64.9,-125.58,January,0.84,0.79,0.84,0.7,0.88,0.16
Tulita,Northwest,64.9,-125.58,July,3.84,5.1,4.39,5.61,9.31,5.53
Tulita,Northwest,64.9,-125.58,June,4.03,5.48,4.68,6.08,10.51,6.18
Tulita,Northwest,64.9,-125.58,March,5.24,5.53,5.47,5.28,7.14,2.34
Tulita,Northwest,64.9,-125.58,May,4.47,5.8,5.1,6.24,9.97,5.66
Tulita,Northwest,64.9,-125.58,November,1.24,1.19,1.25,1.07,1.32,0.25
Tulita,Northwest,64.9,-125.58,October,1.96,2.04,2.03,1.93,2.37,0.87
Tulita,Northwest,64.9,-125.58,September,3.03,3.38,3.19,3.41,4.45,2.23
Ulukhaktok,Northwest,70.74,-117.77,Annual,3.24,3.53,3.32,3.58,5.83,2.44
Ulukhaktok,Northwest,70.74,-117.77,April,7.58,7.89,7.64,7.79,12.07,4.07
Ulukhaktok,Northwest,70.74,-117.77,August,3.13,3.71,3.31,3.95,6.47,3.2
Ulukhaktok,Northwest,70.74,-117.77,December,0.04,0.04,0.04,0.04,0.02,0.01
Ulukhaktok,Northwest,70.74,-117.77,February,2.62,2.51,2.61,2.26,2.84,0.35
Ulukhaktok,Northwest,70.74,-117.77,January,0.33,0.31,0.33,0.26,0.31,0.03
Ulukhaktok,Northwest,70.74,-117.77,July,3.86,4.8,4.12,5.3,10.25,5.22
Ulukhaktok,Northwest,70.74,-117.77,June,4.52,5.52,4.79,6.06,12.38,6.47
Ulukhaktok,Northwest,70.74,-117.77,March,6.6,6.59,6.63,6.19,8.57,1.73
Ulukhaktok,Northwest,70.74,-117.77,May,6.09,6.65,6.23,6.87,11.57,5.94
Ulukhaktok,Northwest,70.74,-117.77,November,0.38,0.35,0.37,0.31,0.36,0.06
Ulukhaktok,Northwest,70.74,-117.77,October,1.37,1.34,1.36,1.27,1.52,0.52
Ulukhaktok,Northwest,70.74,-117.77,September,2.36,2.59,2.44,2.59,3.58,1.7
Umingmaktok,Nunavut,67.7,-107.95,Annual,3.3,3.7,3.48,3.75,5.87,2.62
Umingmaktok,Nunavut,67.7,-107.95,April,6.93,7.51,7.19,7.49,11.32,4.41
Umingmaktok,Nunavut,67.7,-107.95,August,3.32,4.11,3.66,4.37,6.96,3.49
Umingmaktok,Nunavut,67.7,-107.95,December,0.41,0.38,0.4,0.32,0.39,0.01
Umingmaktok,Nunavut,67.7,-107.95,February,3.11,2.98,3.11,2.68,3.48,0.59
Umingmaktok,Nunavut,67.7,-107.95,January,1.19,1.11,1.18,0.96,1.23,0.09
Umingmaktok,Nunavut,67.7,-107.95,July,3.76,4.87,4.18,5.38,9.75,5.32
Umingmaktok,Nunavut,67.7,-107.95,June,4.26,5.47,4.73,6.04,11.15,6.34
Umingmaktok,Nunavut,67.7,-107.95,March,6.15,6.24,6.26,5.88,8.13,2.16
Umingmaktok,Nunavut,67.7,-107.95,May,5.63,6.57,6.02,6.88,11.29,6.01
Umingmaktok,Nunavut,67.7,-107.95,November,0.86,0.81,0.86,0.72,0.89,0.16
Umingmaktok,Nunavut,67.7,-107.95,October,1.4,1.41,1.41,1.33,1.66,0.75
Umingmaktok,Nunavut,67.7,-107.95,September,2.63,2.94,2.78,2.95,4.05,1.96
Upper Ferry,Newfoundland and Labrador,47.84,-59.25,Annual,2.52,3.49,3.27,3.55,4.73,3.15
Upper Ferry,Newfoundland and Labrador,47.84,-59.25,April,2.91,4.25,3.91,4.39,5.66,4.01
